movie_id,title,genres,release_date,runtime,popularity,imdb_rating
2054,Mr. Holland's Opus,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",29-12-1995,137,7.137117,6.9
197,Braveheart,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",24-05-1995,177,20.755149,7.7
16388,The Brothers McMullen,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",09-08-1995,98,2.039196,6.3
568,Apollo 13,"[{'id': 18, 'name': 'Drama'}]",30-06-1995,140,18.761467,7.3
414,Batman Forever,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",16-06-1995,121,13.321354,5.2
8963,Crimson Tide,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",12-05-1995,116,8.657365,7
1572,Die Hard: With a Vengeance,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",19-05-1995,128,15.138855,6.9
6520,First Knight,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",07-07-1995,134,15.178338,5.9
1642,The Net,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",28-07-1995,114,13.304342,5.6
11472,Nine Months,"[{'id': 35, 'name': 'Comedy'}]",12-07-1995,103,8.482834,5.5
9804,Waterworld,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",28-07-1995,135,16.885184,5.9
22625,Circle of Friends,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",16-03-1995,103,2.605521,6.5
2292,Clerks,"[{'id': 35, 'name': 'Comedy'}]",13-09-1994,92,10.513367,7.4
8984,Disclosure,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",09-12-1994,123,11.812244,5.9
522,Ed Wood,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",27-09-1994,127,11.720358,7.3
17207,Houseguest,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",06-01-1995,113,2.688562,6
628,Interview with the Vampire,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",11-11-1994,123,11.970205,7.2
9587,Little Women,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21-12-1994,115,9.774994,7
18183,Like Water for Chocolate,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16-04-1992,105,4.126083,6.6
4476,Legends of the Fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",16-12-1994,133,12.199047,7.2
11318,The Madness of King George,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",28-12-1994,107,4.81307,6.7
3036,Mary Shelley's Frankenstein,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",04-11-1994,123,14.287753,6.1
6950,Outbreak,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10-03-1995,127,13.676444,6.4
680,Pulp Fiction,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",10-09-1994,154,140.950236,8.3
11450,Quiz Show,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",16-09-1994,133,7.772505,7.1
14334,The Secret of Roan Inish,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",01-01-1994,97,1.750481,6.1
11395,The Santa Clause,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10-11-1994,97,9.665424,6.3
9905,Shallow Grave,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",22-12-1994,92,8.223026,7
2064,While You Were Sleeping,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21-04-1995,103,15.783615,6.5
9331,Clear and Present Danger,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",03-08-1994,141,7.513245,6.4
10731,The Client,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",20-07-1994,119,15.263829,6.4
13,Forrest Gump,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",06-07-1994,142,48.307194,8.2
712,Four Weddings and a Funeral,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",09-03-1994,117,8.990345,6.6
8587,The Lion King,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",23-06-1994,89,21.605761,8
854,The Mask,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",29-07-1994,101,14.13488,6.6
36593,The Naked Gun 33⅓: The Final Insult,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",18-03-1994,83,10.587232,6.4
12280,The Paper,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",18-03-1994,112,4.006063,6.1
2788,Reality Bites,"[{'id': 18, 'name': 'Drama'}]",18-02-1994,99,6.514592,6.5
1637,Speed,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",09-06-1994,116,10.859292,6.8
10395,Wolf,"[{'id': 14, 'name': 'Fantasy'}]",17-06-1994,125,14.063845,6
8011,Highlander: The Final Dimension,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",29-11-1994,99,6.866634,4.5
2758,Addams Family Values,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",19-11-1993,94,17.555909,6.5
37233,The Firm,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",30-06-1993,154,9.678367,6.6
5503,The Fugitive,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",06-08-1993,130,10.08937,7.2
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12-05-1995,99,5.331753,6.1
9386,In the Line of Fire,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",08-07-1993,128,12.637158,6.8
329,Jurassic Park,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",11-06-1993,127,8.863776,7.6
9593,Last Action Hero,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18-06-1993,130,9.434006,6.1
11971,Much Ado About Nothing,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",07-05-1993,111,8.62724,7.2
788,Mrs. Doubtfire,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",24-11-1993,125,11.16553,7
9800,Philadelphia,"[{'id': 18, 'name': 'Drama'}]",22-12-1993,125,13.373006,7.6
713,The Piano,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19-05-1993,121,7.436758,7.1
1245,The Remains of the Day,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",05-11-1993,134,12.222576,7.5
424,Schindler's List,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",29-11-1993,195,41.725123,8.3
12519,Sirens,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",01-10-1993,98,2.86213,5.2
858,Sleepless in Seattle,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",24-06-1993,105,10.234919,6.5
10635,Threesome,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",08-04-1994,93,10.82236,6.3
9479,The Nightmare Before Christmas,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",09-10-1993,76,17.730913,7.6
10057,The Three Musketeers,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",11-11-1993,105,6.34785,6.2
9066,The Brady Bunch Movie,"[{'id': 35, 'name': 'Comedy'}]",16-02-1995,84,4.233092,5.9
771,Home Alone,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",09-11-1990,103,0.702543,7.1
251,Ghost,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",12-07-1990,127,11.945397,6.9
812,Aladdin,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",25-11-1992,90,16.357419,7.4
280,Terminator 2: Judgment Day,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",01-07-1991,137,22.661695,7.7
581,Dances with Wolves,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",09-11-1990,181,11.654349,7.6
268,Batman,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",23-06-1989,126,19.10673,7
274,The Silence of the Lambs,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",01-02-1991,119,4.307222,8.1
10112,The Aristocats,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",23-12-1970,78,9.834047,7.1
10539,James and the Giant Peach,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",12-04-1996,79,13.217623,6.2
11359,The Indian in the Cupboard,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",14-07-1995,96,10.673296,5.9
1024,Heavenly Creatures,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",02-09-1994,99,9.438042,6.9
11008,Major Payne,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",24-03-1995,95,9.253362,6.1
278,The Shawshank Redemption,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",23-09-1994,142,51.645403,8.5
888,The Flintstones,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",26-05-1994,91,15.019586,5
10020,Beauty and the Beast,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",13-11-1991,84,23.433511,7.5
664,Twister,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",10-05-1996,113,8.739144,6.1
627,Trainspotting,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",23-02-1996,93,19.348466,7.8
9303,Bound,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",13-09-1996,108,12.449574,6.9
2493,The Princess Bride,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",18-09-1987,98,15.15267,7.6
1892,Return of the Jedi,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",23-05-1983,135,14.586087,7.9
343,Harold and Maude,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20-12-1971,91,10.878112,7.7
1633,Fried Green Tomatoes,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",27-12-1991,130,6.584254,7.6
11967,Young Guns,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",12-08-1988,107,9.905174,6.6
607,Men in Black,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",02-07-1997,98,15.781024,6.9
597,Titanic,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",18-11-1997,194,26.88907,7.5
1878,Fear and Loathing in Las Vegas,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",22-05-1998,118,9.220346,7.2
857,Saving Private Ryan,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",24-07-1998,169,21.758054,7.9
10683,Happiness,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",16-10-1998,139,5.493697,7.4
8913,Pet Sematary,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",21-04-1989,103,8.365761,6.4
9032,Big Daddy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",25-06-1999,93,8.011869,6.2
10279,Summer of Sam,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",02-07-1999,142,6.14854,6.3
620,Ghostbusters,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",07-06-1984,107,22.089729,7.3
745,The Sixth Sense,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",06-08-1999,107,18.449169,7.7
11601,Stir of Echoes,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10-09-1999,99,5.875606,6.5
14,American Beauty,"[{'id': 18, 'name': 'Drama'}]",15-09-1999,122,20.726578,7.9
550,Fight Club,"[{'id': 18, 'name': 'Drama'}]",15-10-1999,139,63.869599,8.3
10406,Encino Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22-05-1992,88,8.000189,5.6
10559,Frequency,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",28-04-2000,118,10.163266,7
641,Requiem for a Dream,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",27-10-2000,102,6.874828,7.9
557,Spider-Man,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",01-05-2002,121,29.413341,6.8
1430,Bowling for Columbine,"[{'id': 99, 'name': 'Documentary'}]",09-10-2002,120,11.393859,7.3
12,Finding Nemo,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",30-05-2003,100,25.497794,7.6
122,The Lord of the Rings: The Return of the King,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",01-12-2003,201,29.324358,8.1
38,Eternal Sunshine of the Spotless Mind,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19-03-2004,108,12.906327,7.9
1777,Fahrenheit 9/11,[],25-06-2004,122,6.83946,6.9
558,Spider-Man 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",25-06-2004,127,10.834506,6.7
44756,Is It Fall Yet?,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",27-08-2000,75,1.14641,7.5
752,V for Vendetta,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",15-03-2006,132,20.214422,7.7
3683,Flags of Our Fathers,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18-10-2006,132,9.224494,6.7
1251,Letters from Iwo Jima,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",19-12-2006,141,11.649588,7.2
155,The Dark Knight,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",16-07-2008,152,123.167259,8.3
34767,The White Stripes: Under Great White Northern Lights,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",01-01-2009,93,0.383393,6.9
9598,Babe,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18-07-1995,89,14.404764,6
33542,Rumble in the Bronx,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",30-01-1995,91,12.314278,6.5
11000,The Birdcage,"[{'id': 35, 'name': 'Comedy'}]",08-03-1996,117,6.49968,6.7
9482,Judge Dredd,"[{'id': 878, 'name': 'Science Fiction'}]",30-06-1995,96,8.184815,5.4
11,Star Wars,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",25-05-1977,121,42.149697,8.1
9058,Only You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17-09-1994,115,4.936761,6.4
193,Star Trek: Generations,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",17-11-1994,118,8.105708,6.4
36955,True Lies,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",14-07-1994,141,11.396099,6.8
6075,Carlito's Way,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10-11-1993,144,8.698509,7.7
9350,Cliffhanger,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",28-05-1993,112,9.830853,6.1
9612,Coneheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",23-07-1993,88,10.722729,4.8
11566,Dave,"[{'id': 35, 'name': 'Comedy'}]",07-05-1993,110,13.696394,6.3
9739,Demolition Man,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",08-10-1993,115,11.626116,6.4
2019,Hard Target,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",20-08-1993,97,7.834351,6.1
78,Blade Runner,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",25-06-1982,117,96.272374,7.9
408,Snow White and the Seven Dwarfs,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",20-12-1937,83,16.263878,6.9
10895,Pinocchio,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",23-02-1940,88,14.202284,6.9
11827,Heavy Metal,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",07-08-1981,90,7.640073,6.3
238,The Godfather,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",14-03-1972,175,41.109264,8.5
426,Vertigo,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",09-05-1958,128,18.20822,8
239,Some Like It Hot,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",18-03-1959,122,11.845107,8
963,The Maltese Falcon,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",18-11-1941,100,5.782544,7.8
630,The Wizard of Oz,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",15-08-1939,102,22.064932,7.4
